year_month,zipcode,total_ed_visits,ili_pne_visits,ili_pne_admissions
2020-07,11213,1815739,44489,22290
2020-07,11214,1332814,24664,15633
2020-07,11215,907688,23080,2476
2020-07,11216,1423500,39536,10724
2020-07,11217,768743,28535,4099
2020-07,11218,1116351,18051,1645
2020-07,11219,1309096,18160,7377
2020-07,11220,1787779,47704,23029
2020-07,11221,2232017,60883,16457
2020-07,11222,456208,17264,4119
2020-07,11223,1182174,19127,4900
2020-07,11224,1380077,30422,21376
2020-07,11225,1238664,14004,3296
2020-07,11226,2450189,61131,24811
2020-07,11228,441286,12356,4949
2020-07,11229,1215446,24721,14836
2020-07,11230,1228577,18204,9050
2020-07,11231,657551,25438,5720
2020-07,11232,497076,13203,4934
2020-07,11233,2356492,46034,12320
2020-07,11234,1629580,37047,20558
2020-07,11235,1722601,46132,26386
2020-07,11236,2292213,46855,18878
2020-07,11237,1240593,27180,4940
2020-07,11238,1054997,28058,5767
2020-07,11239,425420,14821,6587
2020-07,11354,700609,42736,30386
2020-07,11355,971666,41990,23854
2020-07,11356,356542,15651,5766
2020-07,11357,320292,14817,9057
2020-07,11358,331550,8224,5757
2020-07,11360,121073,7398,4107
2020-07,11361,162218,7407,5757
2020-07,11362,88938,2475,825
2020-07,11363,25525,825,0
2020-07,11364,205059,9056,2469
2020-07,11365,522952,18113,4943
2020-07,11366,140772,6591,4125
2020-07,11367,564312,19758,4943
2020-07,11368,2663822,82218,17213
2020-07,11369,794017,26359,4941
2020-07,11370,594343,20610,4944
2020-07,11372,1083005,36230,10719
2020-07,11373,1770040,51835,15646
2020-07,11374,612610,14833,4118
2020-07,11375,809221,38730,8239
2020-07,11377,1296090,32106,7420
2020-07,11378,427190,12365,4124
2020-07,11379,391097,17241,6542
2020-07,11385,1682590,44452,12342
2020-07,11411,560113,14017,1650
2020-07,11412,725249,21356,4074
2020-07,11413,564947,12356,2466
2020-07,11414,302054,14828,5773
2020-07,11415,278304,9847,3256
2020-07,11416,479941,14004,4937
2020-07,11417,515628,15651,4113
2020-07,11418,764165,24671,12357
2020-07,11419,1008832,27182,12360
2020-07,11420,851288,18125,7423
2020-07,11421,717249,23817,9858
2020-07,11422,386160,8229,825
2020-07,11423,577253,14005,4117
2020-07,11426,215793,5762,825
2020-07,11427,464474,8191,2458
2020-07,11428,359098,8235,4118
2020-07,11429,611863,11519,2466
2020-07,11432,1521977,48559,17258
2020-07,11433,1019416,32946,16471
2020-07,11434,1515368,43564,16438
2020-07,11435,1306890,44459,18938
2020-07,11436,429880,8249,2474
2020-07,11691,1794341,54243,18814
2020-07,11692,550902,17267,9045
2020-07,11693,263309,2469,819
2020-07,11694,364586,7414,4939
2020-07,11697,34595,0,0
2020-08,10001,886964,27072,5614
2020-08,10002,1394052,33692,6435
2020-08,10003,744215,13457,4024
2020-08,10004,48056,1613,0
2020-08,10005,54350,1581,0
2020-08,10006,29632,790,790
2020-08,10007,52687,0,0
2020-08,10009,1325502,29538,7967
2020-08,10010,366779,8011,3193
2020-08,10011,652768,11984,1597
2020-08,10012,190375,7749,2385
2020-08,10013,332097,4861,2428
2020-08,10014,335896,8617,3222
2020-08,10016,1650271,35973,13622
2020-08,10017,176675,6372,799
2020-08,10018,216719,3174,1572
2020-08,10019,1099171,20836,4806
2020-08,10021,412011,15213,7997
2020-08,10022,332832,10195,4007
2020-08,10023,643227,20850,6400
2020-08,10024,640052,19973,8769
2020-08,10025,1782619,54889,18369
2020-08,10026,1082678,36796,7925
2020-08,10027,1800008,45663,11946
2020-08,10028,414651,12053,6427
2020-08,10029,3308160,72618,23911
2020-08,10030,1114765,43881,10368
2020-08,10031,1464752,60674,12805
2020-08,10032,1742493,98198,7886
2020-08,10033,1185377,68765,9619
2020-08,10034,891196,44215,4028
2020-08,10035,1932058,40759,17574
2020-08,10036,588809,16756,6400
2020-08,10037,832764,24726,7959
2020-08,10038,584783,10937,3194
2020-08,10039,989432,29654,8860
2020-08,10040,837184,53610,8863
2020-08,10044,140813,6358,3169
2020-08,10065,299502,3203,814
2020-08,10069,61605,2415,2415
2020-08,10075,577137,14986,3988
2020-08,10128,660258,13559,4006
2020-08,10280,56015,810,1
2020-08,10282,43818,803,0
2020-08,10301,1220383,32692,8736
2020-08,10302,549369,13525,5565
2020-08,10303,845586,27104,7993
2020-08,10304,1229575,32814,8810
2020-08,10305,953846,20802,9633
2020-08,10306,1033377,27969,11976
2020-08,10307,211606,3814,798
2020-08,10308,458648,14412,8024
2020-08,10309,566440,14282,5426
2020-08,10310,788164,17642,7212
2020-08,10312,974363,29214,17194
2020-08,10314,1413461,29594,15993
2020-08,10451,2189970,63966,10415
2020-08,10452,2983109,78219,7028
2020-08,10453,3055284,90407,16003
2020-08,10454,1711874,48015,8852
2020-08,10455,1573301,47182,12771
2020-08,10456,4145968,106387,22414
2020-08,10457,3820074,88202,30264
2020-08,10458,2756271,97322,21306
2020-08,10459,1778190,42447,9598
2020-08,10460,2196151,68185,22404
2020-08,10461,1440873,38303,15161
2020-08,10462,2053420,71959,16804
2020-08,10463,1448443,68462,14802
2020-08,10464,91348,2421,811
2020-08,10465,742517,19811,6179
2020-08,10466,2240145,61557,9581
2020-08,10467,3652633,99842,21582
2020-08,10468,2288601,90282,15165
2020-08,10469,1775668,51085,20792
2020-08,10470,331788,15909,4745
2020-08,10471,302362,13392,4613
2020-08,10472,2027635,60775,14405
2020-08,10473,1786357,52694,10354
2020-08,10474,458158,9632,3996
2020-08,10475,873942,19977,7989
2020-08,11004,398295,7810,2995
2020-08,11101,957428,25655,8810
2020-08,11102,888488,23901,5580
2020-08,11103,563200,13601,3993
2020-08,11104,345409,5633,2437
2020-08,11105,460864,14415,3994
2020-08,11106,734817,27969,7204
2020-08,11109,39051,794,794
2020-08,11201,1185111,18422,3989
2020-08,11203,2448120,42353,19147
2020-08,11204,868205,15973,6404
2020-08,11205,1011837,29643,8010
2020-08,11206,2381170,60038,11226
2020-08,11207,3328268,68069,17638
2020-08,11208,2814221,75832,20782
2020-08,11209,1055478,24025,11246
2020-08,11210,1146429,23250,10415
2020-08,11211,1345279,33548,13590
2020-08,11212,3453748,64873,27998
2020-08,11213,1775971,47193,10391
2020-08,11214,1389983,32744,10361
2020-08,11215,866199,21595,803
2020-08,11216,1474317,38386,9652
2020-08,11217,766539,22354,3178
2020-08,11218,1258617,20725,3992
2020-08,11219,1256650,22371,8780
2020-08,11220,1873859,46506,14432
2020-08,11221,2317608,67087,10401
2020-08,11222,485280,9621,3226
2020-08,11223,1219444,25626,12770
2020-08,11224,1436107,35053,12731
2020-08,11225,1263119,24808,10392
2020-08,11226,2596647,47981,11988
2020-08,11228,502225,6430,4005
2020-08,11229,1255283,37533,16759
2020-08,11230,1330357,27217,9564
2020-08,11231,738313,13588,811
2020-08,11232,490455,9598,1599
2020-08,11233,2349487,55137,13587
2020-08,11234,1689532,36597,16536
2020-08,11235,1731965,43198,24001
2020-08,11236,2400493,45699,20845
2020-08,11237,1266002,25575,5564
2020-08,11238,982112,30332,2376
2020-08,11239,462085,10385,4815
2020-08,11354,732036,44035,35195
2020-08,11355,1074111,42503,23292
2020-08,11356,332675,7210,1603
2020-08,11357,334461,14403,8023
2020-08,11358,343822,10370,3169
2020-08,11360,102324,4840,3218
2020-08,11361,163895,2391,1602
2020-08,11362,86316,3961,2372
2020-08,11363,21639,790,0
2020-08,11364,200616,6401,2392
2020-08,11365,528032,15950,3995
2020-08,11366,158359,4003,1604
2020-08,11367,555753,13627,7195
2020-08,11368,2617235,108671,22389
2020-08,11369,768428,21485,3219
2020-08,11370,592415,17601,7238
2020-08,11372,1189291,40746,14344
2020-08,11373,1795553,56168,11989
2020-08,11374,612893,17603,8052
2020-08,11375,872335,26390,15213
2020-08,11377,1375441,42331,11986
2020-08,11378,463066,14413,5624
2020-08,11379,382435,16867,6395
2020-08,11385,1738223,48102,11233
2020-08,11411,508728,15166,4012
2020-08,11412,793128,19991,8018
2020-08,11413,574490,11999,4031
2020-08,11414,284763,12753,6386
2020-08,11415,285168,7196,3206
2020-08,11416,546945,20002,6395
2020-08,11417,503200,19273,8818
2020-08,11418,797638,22351,7974
2020-08,11419,970303,24105,8840
2020-08,11420,888268,19941,5580
2020-08,11421,762658,21611,4816
2020-08,11422,393907,7202,2410
2020-08,11423,601577,10423,3978
2020-08,11426,194485,7214,1598
2020-08,11427,484706,8818,2420
2020-08,11428,317793,7224,2400
2020-08,11429,629203,11952,1618
2020-08,11432,1612609,59163,19217
2020-08,11433,1018640,28479,10199
2020-08,11434,1495776,34462,15198
2020-08,11435,1308908,41643,15936
2020-08,11436,476471,11225,3213
2020-08,11691,1742726,55360,27979
2020-08,11692,590113,17604,6406
2020-08,11693,284409,4805,2400
2020-08,11694,353816,15266,10440
2020-08,11697,41362,2384,2384
2020-09,10001,882729,17250,7667
2020-09,10002,1441271,31352,11531
2020-09,10003,682805,7651,2280
2020-09,10004,44363,0,0
2020-09,10005,54340,0,0
2020-09,10006,28907,0,0
2020-09,10007,67169,0,0
2020-09,10009,1255235,32368,6179
2020-09,10010,350176,9231,3858
2020-09,10011,634838,14790,6131
2020-09,10012,201161,3853,757
2020-09,10013,298397,6145,3834
2020-09,10014,362531,7714,1547
2020-09,10016,1608024,29209,8458
2020-09,10017,199903,2286,755
2020-09,10018,179926,5373,1554
2020-09,10019,986097,25387,6906
2020-09,10021,456026,12882,4618
2020-09,10022,336691,8472,2296
2020-09,10023,660442,18555,7713
2020-09,10024,563073,13130,7715
2020-09,10025,1847681,33813,9179
2020-09,10026,1016779,30807,7681
2020-09,10027,1795888,50699,15382
2020-09,10028,411451,9216,4592
2020-09,10029,3151087,85233,25268
2020-09,10030,1090340,39309,10084
2020-09,10031,1477008,60978,7769
2020-09,10032,1757452,86566,8572
2020-09,10033,1153568,56367,7737
2020-09,10034,882553,51518,5139
2020-09,10035,1728880,37553,11540
2020-09,10036,633267,13838,3863
2020-09,10037,857891,19215,6149
2020-09,10038,517899,11540,3862
2020-09,10039,1009252,33877,3094
2020-09,10040,800983,39310,4656
2020-09,10044,140572,3845,2304
2020-09,10065,334747,6923,5389
2020-09,10069,54580,2334,1553
2020-09,10075,499142,9944,3821
2020-09,10128,639391,20843,7667
2020-09,10280,50671,0,0
2020-09,10282,37166,762,762
2020-09,10301,1209109,27636,10767
2020-09,10302,503548,18193,6164
2020-09,10303,821297,14592,5412
2020-09,10304,1184332,35409,12332
2020-09,10305,844883,22983,7697
2020-09,10306,989402,22306,13077
2020-09,10307,199034,3817,1520
2020-09,10308,411097,14554,7644
2020-09,10309,531662,12273,6148
2020-09,10310,683061,20759,3845
2020-09,10312,845116,23806,15946
2020-09,10314,1336674,42353,22222
2020-09,10451,2074434,53812,18413
2020-09,10452,2633003,77134,7678
2020-09,10453,2826663,77742,10062
2020-09,10454,1634889,31591,9268
2020-09,10455,1547811,51491,10816
2020-09,10456,3649253,86078,22289
2020-09,10457,3412375,72535,23845
2020-09,10458,2690212,73413,22331
2020-09,10459,1665710,43120,9988
2020-09,10460,2098087,74815,20759
2020-09,10461,1324443,38643,11607
2020-09,10462,1897683,60043,16961
2020-09,10463,1362178,62393,7770
2020-09,10464,92380,3871,1539
2020-09,10465,724408,26155,6949
2020-09,10466,2091713,56259,9260
2020-09,10467,3424929,109473,24733
2020-09,10468,2203061,74838,12387
2020-09,10469,1642834,45185,13005
2020-09,10470,326371,6189,3092
2020-09,10471,284162,8320,597
2020-09,10472,2009390,53155,12325
2020-09,10473,1670573,30840,9286
2020-09,10474,480737,6137,771
2020-09,10475,834999,26887,9984
2020-09,11004,380506,8511,1527
2020-09,11101,851005,16096,4600
2020-09,11102,822767,40650,9193
2020-09,11103,518662,18395,3828
2020-09,11104,337233,10024,3866
2020-09,11105,486873,18423,4608
2020-09,11106,722867,26894,9211
2020-09,11109,35930,1544,0
2020-09,11201,1226493,26908,6186
2020-09,11203,2394164,62970,19977
2020-09,11204,882059,16586,4627
2020-09,11205,945311,32276,6915
2020-09,11206,2260473,60008,13105
2020-09,11207,3031812,67702,23091
2020-09,11208,2660399,72327,23098
2020-09,11209,1038295,22299,7718
2020-09,11210,1161663,35339,18461
2020-09,11211,1225909,38317,16785
2020-09,11212,3382314,59974,17673
2020-09,11213,1777594,37567,9260
2020-09,11214,1240862,28344,13019
2020-09,11215,826990,21590,1541
2020-09,11216,1353038,36065,6163
2020-09,11217,701469,13058,0
2020-09,11218,1150206,20761,7659
2020-09,11219,1310580,17898,8442
2020-09,11220,1618329,34348,9269
2020-09,11221,2240682,54830,13867
2020-09,11222,420941,11576,5394
2020-09,11223,1225760,32106,15253
2020-09,11224,1305144,39852,20922
2020-09,11225,1244364,28815,6145
2020-09,11226,2477663,56050,13039
2020-09,11228,442264,10713,5352
2020-09,11229,1212995,34214,19268
2020-09,11230,1337927,29491,16909
2020-09,11231,676852,9189,0
2020-09,11232,495374,9919,1529
2020-09,11233,2286272,48338,9994
2020-09,11234,1576881,40759,18425
2020-09,11235,1651196,38894,16197
2020-09,11236,2402724,50875,20813
2020-09,11237,1240369,40014,6145
2020-09,11238,924599,21534,4604
2020-09,11239,452384,11713,4651
2020-09,11354,704535,31569,26952
2020-09,11355,1007457,40001,19998
2020-09,11356,341394,13857,5384
2020-09,11357,348205,12288,7679
2020-09,11358,284347,6135,2291
2020-09,11360,95260,5380,3073
2020-09,11361,165365,6161,3857
2020-09,11362,78391,758,758
2020-09,11363,23613,760,0
2020-09,11364,229177,8456,3859
2020-09,11365,506735,13134,9245
2020-09,11366,161410,4575,3811
2020-09,11367,526523,13912,4639
2020-09,11368,2581774,72270,13092
2020-09,11369,770725,26872,10783
2020-09,11370,529977,15340,6117
2020-09,11372,1192705,51595,16969
2020-09,11373,1748556,61481,17725
2020-09,11374,600125,17703,7668
2020-09,11375,728855,21600,10797
2020-09,11377,1296678,52125,10763
2020-09,11378,443148,18515,6164
2020-09,11379,428345,14626,6908
2020-09,11385,1704601,53088,20062
2020-09,11411,512637,8495,2327
2020-09,11412,770690,20009,6952
2020-09,11413,563159,8453,3092
2020-09,11414,256212,11578,7729
2020-09,11415,263915,6919,2300
2020-09,11416,501032,13804,8439
2020-09,11417,502155,12337,3830
2020-09,11418,761840,28400,7710
2020-09,11419,938926,33041,13854
2020-09,11420,831963,27585,10742
2020-09,11421,705085,24601,6107
2020-09,11422,347304,8436,767
2020-09,11423,528667,13109,3076
2020-09,11426,216224,5376,3832
2020-09,11427,408931,15352,5372
2020-09,11428,323734,3841,1542
2020-09,11429,607374,16148,6108
2020-09,11432,1590953,52204,17638
2020-09,11433,896034,39339,14654
2020-09,11434,1506418,36197,10002
2020-09,11435,1278979,39957,16889
2020-09,11436,420626,10755,4613
2020-09,11691,1731276,46163,20025
2020-09,11692,519502,16961,4627
2020-09,11693,260695,9208,3073
2020-09,11694,307417,6915,3072
2020-09,11697,37715,760,0
2020-10,10000,733,0,0
2020-10,10001,858093,19743,4417
2020-10,10002,1455470,45962,11058
2020-10,10003,734926,17770,5198
2020-10,10004,28637,0,0
2020-10,10005,78628,728,0
2020-10,10006,30348,0,0
2020-10,10007,74134,1469,733
2020-10,10009,1322425,37658,7404
2020-10,10010,350362,13334,8135
2020-10,10011,711331,19353,7349
2020-10,10012,190189,5910,737
2020-10,10013,322894,5910,0
2020-10,10014,368657,16708,4433
2020-10,10016,1589367,35425,7392
2020-10,10017,176168,2233,754
2020-10,10018,220744,6691,2241
2020-10,10019,1071459,29635,10376
2020-10,10021,463572,16945,4460
2020-10,10022,334894,16198,3709
2020-10,10023,640880,30264,11090
2020-10,10024,614729,14713,8873
2020-10,10025,1760028,50980,22140
2020-10,10026,1002510,25179,5955
2020-10,10027,1647500,39851,11071
2020-10,10028,390835,14704,5914
2020-10,10029,3035053,75321,30304
2020-10,10030,1069612,40608,6653
2020-10,10031,1395077,53280,8864
2020-10,10032,1722673,62144,6675
2020-10,10033,1104470,51590,3772
2020-10,10034,811798,37327,3510
2020-10,10035,1803075,36177,14041
2020-10,10036,586636,14063,4472
2020-10,10037,816174,30226,8872
2020-10,10038,589245,19914,4465
2020-10,10039,931834,39097,4423
2020-10,10040,827377,36904,1507
2020-10,10044,142104,8130,5182
2020-10,10065,321165,6570,2931
2020-10,10069,56871,2215,0
2020-10,10075,543707,13147,4436
2020-10,10128,641442,11804,2954
2020-10,10280,44914,2912,0
2020-10,10282,35041,2926,743
2020-10,10301,1203310,49550,18511
2020-10,10302,484645,14027,4421
2020-10,10303,780972,25940,6629
2020-10,10304,1105794,44395,18484
2020-10,10305,899152,30904,8113
2020-10,10306,947006,37646,22909
2020-10,10307,203625,7389,1471
2020-10,10308,373437,15329,11639
2020-10,10309,527824,14839,8063
2020-10,10310,665007,25913,4413
2020-10,10312,846630,33275,13123
2020-10,10314,1296142,48025,22903
2020-10,10451,2099562,64361,16264
2020-10,10452,2726868,74665,8886
2020-10,10453,2962711,76114,8883
2020-10,10454,1558668,51591,11103
2020-10,10455,1551029,42280,11857
2020-10,10456,3822880,90969,20711
2020-10,10457,3549666,84155,31801
2020-10,10458,2538027,76143,18475
2020-10,10459,1729087,42840,9634
2020-10,10460,2049747,58231,14748
2020-10,10461,1305700,49618,16998
2020-10,10462,2009990,67143,16995
2020-10,10463,1349461,54265,7080
2020-10,10464,77523,1467,0
2020-10,10465,688600,19901,5902
2020-10,10466,2079002,65679,19205
2020-10,10467,3317158,87966,20668
2020-10,10468,2112718,58458,9640
2020-10,10469,1628678,59137,19155
2020-10,10470,320020,9644,2218
2020-10,10471,268415,10314,1494
2020-10,10472,1976285,53342,7399
2020-10,10473,1660125,59146,14732
2020-10,10474,410934,18569,2993
2020-10,10475,784498,19983,8885
2020-10,11004,379437,8861,2229
2020-10,11101,900147,33261,5883
2020-10,11102,807234,37902,10358
2020-10,11103,517384,24304,3681
2020-10,11104,358346,11782,2952
2020-10,11105,521266,14761,5946
2020-10,11106,730189,40708,10414
2020-10,11109,25066,0,0
2020-10,11201,1208884,28106,5173
2020-10,11203,2268727,66609,19949
2020-10,11204,891674,25120,13359
2020-10,11205,881499,27316,5188
2020-10,11206,2328944,61933,7323
2020-10,11207,3150591,88298,20716
2020-10,11208,2661807,96085,17696
2020-10,11209,995434,50188,22818
2020-10,11210,1066335,40536,16227
2020-10,11211,1261310,49660,25848
2020-10,11212,3411797,80472,25076
2020-10,11213,1705420,54883,11817
2020-10,11214,1233310,35792,16847
2020-10,11215,793310,15611,2229
2020-10,11216,1323631,27831,6673
2020-10,11217,705748,22278,2977
2020-10,11218,1115511,24664,8827
2020-10,11219,1137919,30043,14693
2020-10,11220,1565653,50113,13277
2020-10,11221,2096197,72990,16938
2020-10,11222,416190,8840,2940
2020-10,11223,1183708,54977,25125
2020-10,11224,1253069,43999,14779
2020-10,11225,1200497,31489,7875
2020-10,11226,2383065,56225,14769
2020-10,11228,479745,13426,7406
2020-10,11229,1151086,40383,14884
2020-10,11230,1213194,52710,29609
2020-10,11231,703108,26579,8887
2020-10,11232,460743,9283,2232
2020-10,11233,2202783,59050,13281
2020-10,11234,1559850,47025,20671
2020-10,11235,1558763,44720,21388
2020-10,11236,2284855,69041,25923
2020-10,11237,1155002,42212,5174
2020-10,11238,900993,25918,4470
2020-10,11239,455878,16241,7351
2020-10,11354,717691,39915,27402
2020-10,11355,1009666,33925,11784
2020-10,11356,337694,15508,5163
2020-10,11357,313408,16212,9552
2020-10,11358,313391,12496,6644
2020-10,11360,99226,8162,5191
2020-10,11361,177432,9512,3634
2020-10,11362,82200,5171,2206
2020-10,11363,20655,0,0
2020-10,11364,207523,4428,0
